Match Day,Match Date (UTC),Match Time(New York),Match Time(London),Match Time(Moscow),Match Time(Dubai),Match Time(Shanghai),Fixture,Stadium,Home Team,Home Goal,Away Goal,Away Team,Last Update Time,Stage,Status,Note4,Likely Home Goal,Likely Away Goal,Projected Home Goal,Projected Away Goal,Win %,Draw %,Loss %,Guess Home,Guess Away,Dice Home,Dice Away,Match Time(Chicago),Match Time(Albuqerque),Match Time(San Francisco),,,,,,,,,,,,,,,,,,,,,
19,"Sunday, December 29, 2024",12/29/24 9:30 a.m.,12/29/24 2:30 p.m.,12/29/24 5:30 p.m.,12/29/24 6:30 p.m.,12/29/24 10:30 p.m.,Leicester City vs Man City,King Power Stadium,Leicester City,,,Man City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.34,1.03,12.0%,35.3%,52.7%,,,,,8:30,7:30,6:30,,,,,,,,,,,,,,,,,,,,,
19,"Sunday, December 29, 2024",12/29/24 10:00 a.m.,12/29/24 3:00 p.m.,12/29/24 6:00 p.m.,12/29/24 7:00 p.m.,12/29/24 11:00 p.m.,Crystal Palace vs Southampton,Selhurst Park,Crystal Palace,,,Southampton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,0.73,0.36,40.5%,43.0%,16.5%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
19,"Sunday, December 29, 2024",12/29/24 10:00 a.m.,12/29/24 3:00 p.m.,12/29/24 6:00 p.m.,12/29/24 7:00 p.m.,12/29/24 11:00 p.m.,Everton vs Nott'm Forest,Goodison Park,Everton,,,Nott'm Forest,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,0.74,0.53,36.5%,40.2%,23.3%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
19,"Sunday, December 29, 2024",12/29/24 10:00 a.m.,12/29/24 3:00 p.m.,12/29/24 6:00 p.m.,12/29/24 7:00 p.m.,12/29/24 11:00 p.m.,Fulham vs Bournemouth,Craven Cottage,Fulham,,,Bournemouth,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,0.73,0.49,36.9%,41.1%,21.9%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
19,"Sunday, December 29, 2024",12/29/24 10:00 a.m.,12/29/24 3:00 p.m.,12/29/24 6:00 p.m.,12/29/24 7:00 p.m.,12/29/24 11:00 p.m.,Spurs vs Wolves,Tottenham Hotspur Stadium,Spurs,,,Wolves,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,0.82,0.46,41.6%,39.3%,19.0%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
19,"Sunday, December 29, 2024",12/29/24 12:15 p.m.,12/29/24 5:15 p.m.,12/29/24 8:15 p.m.,12/29/24 9:15 p.m.,12/30/24 1:15 a.m.,West Ham vs Liverpool,London Stadium,West Ham,,,Liverpool,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.55,0.86,22.2%,37.4%,40.4%,,,,,11:15,10:15,9:15,,,,,,,,,,,,,,,,,,,,,
19,"Monday, December 30, 2024",12/30/24 2:45 p.m.,12/30/24 7:45 p.m.,12/30/24 10:45 p.m.,12/30/24 11:45 p.m.,12/31/24 3:45 a.m.,Aston Villa vs Brighton,Villa Park,Aston Villa,,,Brighton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.82,0.66,36.2%,36.9%,26.9%,,,,,13:45,12:45,11:45,,,,,,,,,,,,,,,,,,,,,
19,"Monday, December 30, 2024",12/30/24 2:45 p.m.,12/30/24 7:45 p.m.,12/30/24 10:45 p.m.,12/30/24 11:45 p.m.,12/31/24 3:45 a.m.,Ipswich Town vs Chelsea,Portman Road,Ipswich Town,,,Chelsea,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.41,1.09,13.7%,33.4%,52.9%,,,,,13:45,12:45,11:45,,,,,,,,,,,,,,,,,,,,,
19,"Monday, December 30, 2024",12/30/24 3:00 p.m.,12/30/24 8:00 p.m.,12/30/24 11:00 p.m.,12/31/24 12:00 a.m.,12/31/24 4:00 a.m.,Man Utd vs Newcastle,Old Trafford,Man Utd,,,Newcastle,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.91,0.96,32.5%,32.1%,35.4%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
19,"Wednesday, January 01, 2025",1/1/25 12:30 p.m.,1/1/25 5:30 p.m.,1/1/25 8:30 p.m.,1/1/25 9:30 p.m.,1/2/25 1:30 a.m.,Brentford vs Arsenal,Gtech Community Stadium,Brentford,,,Arsenal,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.00,1.26,29.4%,28.4%,42.2%,,,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
20,"Saturday, January 04, 2025",1/4/25 7:30 a.m.,1/4/25 12:30 p.m.,1/4/25 3:30 p.m.,1/4/25 4:30 p.m.,1/4/25 8:30 p.m.,Spurs vs Newcastle,Tottenham Hotspur Stadium,Spurs,,,Newcastle,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.21,1.35,33.3%,26.5%,40.0%,,,,,6:30,5:30,4:30,,,,,,,,,,,,,,,,,,,,,
20,"Saturday, January 04, 2025",1/4/25 10:00 a.m.,1/4/25 3:00 p.m.,1/4/25 6:00 p.m.,1/4/25 7:00 p.m.,1/4/25 11:00 p.m.,Aston Villa vs Leicester City,Villa Park,Aston Villa,,,Leicester City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.27,0.81,47.1%,29.1%,23.7%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
20,"Saturday, January 04, 2025",1/4/25 10:00 a.m.,1/4/25 3:00 p.m.,1/4/25 6:00 p.m.,1/4/25 7:00 p.m.,1/4/25 11:00 p.m.,Bournemouth vs Everton,Vitality Stadium,Bournemouth,,,Everton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.20,1.25,35.0%,27.3%,37.6%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
20,"Saturday, January 04, 2025",1/4/25 10:00 a.m.,1/4/25 3:00 p.m.,1/4/25 6:00 p.m.,1/4/25 7:00 p.m.,1/4/25 11:00 p.m.,Crystal Palace vs Chelsea,Selhurst Park,Crystal Palace,,,Chelsea,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.99,0.87,37.2%,32.1%,30.7%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
20,"Saturday, January 04, 2025",1/4/25 10:00 a.m.,1/4/25 3:00 p.m.,1/4/25 6:00 p.m.,1/4/25 7:00 p.m.,1/4/25 11:00 p.m.,Man City vs West Ham,Etihad Stadium,Man City,,,West Ham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,0,2.04,0.67,69.0%,19.4%,11.2%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
20,"Saturday, January 04, 2025",1/4/25 10:00 a.m.,1/4/25 3:00 p.m.,1/4/25 6:00 p.m.,1/4/25 7:00 p.m.,1/4/25 11:00 p.m.,Southampton vs Brentford,St. Mary's Stadium,Southampton,,,Brentford,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.84,0.79,34.0%,34.9%,31.1%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
20,"Saturday, January 04, 2025",1/4/25 12:30 p.m.,1/4/25 5:30 p.m.,1/4/25 8:30 p.m.,1/4/25 9:30 p.m.,1/5/25 1:30 a.m.,Brighton vs Arsenal,American Express Stadium,Brighton,,,Arsenal,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,1.29,0.78,48.5%,28.9%,22.6%,,,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
20,"Sunday, January 05, 2025",1/5/25 9:00 a.m.,1/5/25 2:00 p.m.,1/5/25 5:00 p.m.,1/5/25 6:00 p.m.,1/5/25 10:00 p.m.,Fulham vs Ipswich Town,Craven Cottage,Fulham,,,Ipswich Town,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.95,0.93,60.8%,21.4%,17.3%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
20,"Sunday, January 05, 2025",1/5/25 11:30 a.m.,1/5/25 4:30 p.m.,1/5/25 7:30 p.m.,1/5/25 8:30 p.m.,1/6/25 12:30 a.m.,Liverpool vs Man Utd,Anfield,Liverpool,,,Man Utd,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,2.13,1.36,54.5%,20.8%,24.1%,,,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
20,"Monday, January 06, 2025",1/6/25 3:00 p.m.,1/6/25 8:00 p.m.,1/6/25 11:00 p.m.,1/7/25 12:00 a.m.,1/7/25 4:00 a.m.,Wolves vs Nott'm Forest,Molineux Stadium,Wolves,,,Nott'm Forest,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.43,1.19,42.5%,26.0%,31.4%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
21,"Tuesday, January 14, 2025",1/14/25 2:30 p.m.,1/14/25 7:30 p.m.,1/14/25 10:30 p.m.,1/14/25 11:30 p.m.,1/15/25 3:30 a.m.,Brentford vs Man City,Gtech Community Stadium,Brentford,,,Man City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.04,2.02,18.8%,21.1%,59.7%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
21,"Tuesday, January 14, 2025",1/14/25 2:30 p.m.,1/14/25 7:30 p.m.,1/14/25 10:30 p.m.,1/14/25 11:30 p.m.,1/15/25 3:30 a.m.,Chelsea vs Bournemouth,Stamford Bridge,Chelsea,,,Bournemouth,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.85,0.92,58.9%,22.4%,18.4%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
21,"Tuesday, January 14, 2025",1/14/25 2:30 p.m.,1/14/25 7:30 p.m.,1/14/25 10:30 p.m.,1/14/25 11:30 p.m.,1/15/25 3:30 a.m.,West Ham vs Fulham,London Stadium,West Ham,,,Fulham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.54,1.27,43.5%,24.9%,31.4%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
21,"Tuesday, January 14, 2025",1/14/25 3:00 p.m.,1/14/25 8:00 p.m.,1/14/25 11:00 p.m.,1/15/25 12:00 a.m.,1/15/25 4:00 a.m.,Nott'm Forest vs Liverpool,The City Ground,Nott'm Forest,,,Liverpool,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,0.96,2.38,13.5%,17.6%,67.8%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
21,"Wednesday, January 15, 2025",1/15/25 2:30 p.m.,1/15/25 7:30 p.m.,1/15/25 10:30 p.m.,1/15/25 11:30 p.m.,1/16/25 3:30 a.m.,Everton vs Aston Villa,Goodison Park,Everton,,,Aston Villa,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,0.98,1.60,23.2%,25.0%,51.7%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
21,"Wednesday, January 15, 2025",1/15/25 2:30 p.m.,1/15/25 7:30 p.m.,1/15/25 10:30 p.m.,1/15/25 11:30 p.m.,1/16/25 3:30 a.m.,Leicester City vs Crystal Palace,King Power Stadium,Leicester City,,,Crystal Palace,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.16,1.41,30.8%,26.3%,42.8%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
21,"Wednesday, January 15, 2025",1/15/25 2:30 p.m.,1/15/25 7:30 p.m.,1/15/25 10:30 p.m.,1/15/25 11:30 p.m.,1/16/25 3:30 a.m.,Newcastle vs Wolves,St. James' Park,Newcastle,,,Wolves,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,0,2.13,0.64,71.2%,18.3%,9.9%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
21,"Wednesday, January 15, 2025",1/15/25 3:00 p.m.,1/15/25 8:00 p.m.,1/15/25 11:00 p.m.,1/16/25 12:00 a.m.,1/16/25 4:00 a.m.,Arsenal vs Spurs,Emirates Stadium,Arsenal,,,Spurs,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,2.25,1.36,56.6%,20.0%,22.6%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
21,"Thursday, January 16, 2025",1/16/25 2:30 p.m.,1/16/25 7:30 p.m.,1/16/25 10:30 p.m.,1/16/25 11:30 p.m.,1/17/25 3:30 a.m.,Ipswich Town vs Brighton,Portman Road,Ipswich Town,,,Brighton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.00,2.34,14.6%,18.1%,66.2%,,,,,13:30,12:30,11:30,,,,,,,,,,,,,,,,,,,,,
21,"Thursday, January 16, 2025",1/16/25 3:00 p.m.,1/16/25 8:00 p.m.,1/16/25 11:00 p.m.,1/17/25 12:00 a.m.,1/17/25 4:00 a.m.,Man Utd vs Southampton,Old Trafford,Man Utd,,,Southampton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,2.30,0.96,66.5%,18.3%,14.3%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
22,"Saturday, January 18, 2025",1/18/25 7:30 a.m.,1/18/25 12:30 p.m.,1/18/25 3:30 p.m.,1/18/25 4:30 p.m.,1/18/25 8:30 p.m.,Newcastle vs Bournemouth,St. James' Park,Newcastle,,,Bournemouth,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,0.95,0.44,47.0%,36.4%,16.6%,,,,,6:30,5:30,4:30,,,,,,,,,,,,,,,,,,,,,
22,"Saturday, January 18, 2025",1/18/25 10:00 a.m.,1/18/25 3:00 p.m.,1/18/25 6:00 p.m.,1/18/25 7:00 p.m.,1/18/25 11:00 p.m.,Brentford vs Liverpool,Gtech Community Stadium,Brentford,,,Liverpool,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.84,1.06,28.2%,31.5%,40.3%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
22,"Saturday, January 18, 2025",1/18/25 10:00 a.m.,1/18/25 3:00 p.m.,1/18/25 6:00 p.m.,1/18/25 7:00 p.m.,1/18/25 11:00 p.m.,Leicester City vs Fulham,King Power Stadium,Leicester City,,,Fulham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.63,0.86,25.0%,36.6%,38.5%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
22,"Saturday, January 18, 2025",1/18/25 10:00 a.m.,1/18/25 3:00 p.m.,1/18/25 6:00 p.m.,1/18/25 7:00 p.m.,1/18/25 11:00 p.m.,West Ham vs Crystal Palace,London Stadium,West Ham,,,Crystal Palace,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.71,0.51,35.6%,41.4%,23.0%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
22,"Saturday, January 18, 2025",1/18/25 12:30 p.m.,1/18/25 5:30 p.m.,1/18/25 8:30 p.m.,1/18/25 9:30 p.m.,1/19/25 1:30 a.m.,Arsenal vs Aston Villa,Emirates Stadium,Arsenal,,,Aston Villa,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,0.76,0.51,37.6%,40.2%,22.2%,,,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
22,"Sunday, January 19, 2025",1/19/25 9:00 a.m.,1/19/25 2:00 p.m.,1/19/25 5:00 p.m.,1/19/25 6:00 p.m.,1/19/25 10:00 p.m.,Everton vs Spurs,Goodison Park,Everton,,,Spurs,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.84,1.02,29.1%,32.1%,38.8%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
22,"Sunday, January 19, 2025",1/19/25 9:00 a.m.,1/19/25 2:00 p.m.,1/19/25 5:00 p.m.,1/19/25 6:00 p.m.,1/19/25 10:00 p.m.,Man Utd vs Brighton,Old Trafford,Man Utd,,,Brighton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,0.77,0.76,32.3%,36.2%,31.4%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
22,"Sunday, January 19, 2025",1/19/25 9:00 a.m.,1/19/25 2:00 p.m.,1/19/25 5:00 p.m.,1/19/25 6:00 p.m.,1/19/25 10:00 p.m.,Nott'm Forest vs Southampton,The City Ground,Nott'm Forest,,,Southampton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,0,1.09,0.61,47.0%,32.7%,20.4%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
22,"Sunday, January 19, 2025",1/19/25 11:30 a.m.,1/19/25 4:30 p.m.,1/19/25 7:30 p.m.,1/19/25 8:30 p.m.,1/20/25 12:30 a.m.,Ipswich Town vs Man City,Portman Road,Ipswich Town,,,Man City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,2,0.22,1.90,3.6%,17.5%,78.6%,,,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
22,"Monday, January 20, 2025",1/20/25 3:00 p.m.,1/20/25 8:00 p.m.,1/20/25 11:00 p.m.,1/21/25 12:00 a.m.,1/21/25 4:00 a.m.,Chelsea vs Wolves,Stamford Bridge,Chelsea,,,Wolves,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,0,1.50,0.57,60.1%,25.9%,13.9%,,,,,14:00,13:00,12:00,,,,,,,,,,,,,,,,,,,,,
23,"Saturday, January 25, 2025",1/25/25 10:00 a.m.,1/25/25 3:00 p.m.,1/25/25 6:00 p.m.,1/25/25 7:00 p.m.,1/25/25 11:00 p.m.,Bournemouth vs Nott'm Forest,Vitality Stadium,Bournemouth,,,Nott'm Forest,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.58,1.10,48.2%,25.1%,26.5%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
23,"Saturday, January 25, 2025",1/25/25 10:00 a.m.,1/25/25 3:00 p.m.,1/25/25 6:00 p.m.,1/25/25 7:00 p.m.,1/25/25 11:00 p.m.,Brighton vs Everton,American Express Stadium,Brighton,,,Everton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.94,0.95,60.1%,21.6%,17.9%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
23,"Saturday, January 25, 2025",1/25/25 10:00 a.m.,1/25/25 3:00 p.m.,1/25/25 6:00 p.m.,1/25/25 7:00 p.m.,1/25/25 11:00 p.m.,Liverpool vs Ipswich Town,Anfield,Liverpool,,,Ipswich Town,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,3,0,2.75,0.73,77.3%,13.1%,7.3%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
23,"Saturday, January 25, 2025",1/25/25 10:00 a.m.,1/25/25 3:00 p.m.,1/25/25 6:00 p.m.,1/25/25 7:00 p.m.,1/25/25 11:00 p.m.,Southampton vs Newcastle,St. Mary's Stadium,Southampton,,,Newcastle,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,2,0.71,2.12,11.2%,18.7%,69.5%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
23,"Saturday, January 25, 2025",1/25/25 10:00 a.m.,1/25/25 3:00 p.m.,1/25/25 6:00 p.m.,1/25/25 7:00 p.m.,1/25/25 11:00 p.m.,Wolves vs Arsenal,Molineux Stadium,Wolves,,,Arsenal,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,2,0.57,2.08,8.9%,18.2%,72.3%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
23,"Saturday, January 25, 2025",1/25/25 12:30 p.m.,1/25/25 5:30 p.m.,1/25/25 8:30 p.m.,1/25/25 9:30 p.m.,1/26/25 1:30 a.m.,Man City vs Chelsea,Etihad Stadium,Man City,,,Chelsea,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,0,1.92,0.63,67.7%,20.6%,11.4%,,,,,11:30,10:30,9:30,,,,,,,,,,,,,,,,,,,,,
23,"Sunday, January 26, 2025",1/26/25 9:00 a.m.,1/26/25 2:00 p.m.,1/26/25 5:00 p.m.,1/26/25 6:00 p.m.,1/26/25 10:00 p.m.,Crystal Palace vs Brentford,Selhurst Park,Crystal Palace,,,Brentford,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.15,1.28,33.0%,27.4%,39.5%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
23,"Sunday, January 26, 2025",1/26/25 9:00 a.m.,1/26/25 2:00 p.m.,1/26/25 5:00 p.m.,1/26/25 6:00 p.m.,1/26/25 10:00 p.m.,Spurs vs Leicester City,Tottenham Hotspur Stadium,Spurs,,,Leicester City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.97,1.38,50.8%,21.8%,26.9%,,,,,8:00,7:00,6:00,,,,,,,,,,,,,,,,,,,,,
23,"Sunday, January 26, 2025",1/26/25 11:30 a.m.,1/26/25 4:30 p.m.,1/26/25 7:30 p.m.,1/26/25 8:30 p.m.,1/27/25 12:30 a.m.,Aston Villa vs West Ham,Villa Park,Aston Villa,,,West Ham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.52,1.01,48.9%,25.8%,25.2%,,,,,10:30,9:30,8:30,,,,,,,,,,,,,,,,,,,,,
23,"Sunday, January 26, 2025",1/26/25 2:00 p.m.,1/26/25 7:00 p.m.,1/26/25 10:00 p.m.,1/26/25 11:00 p.m.,1/27/25 3:00 a.m.,Fulham vs Man Utd,Craven Cottage,Fulham,,,Man Utd,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.32,1.81,28.0%,23.0%,48.7%,,,,,13:00,12:00,11:00,,,,,,,,,,,,,,,,,,,,,
24,"Saturday, February 01, 2025",2/1/25 10:00 a.m.,2/1/25 3:00 p.m.,2/1/25 6:00 p.m.,2/1/25 7:00 p.m.,2/1/25 11:00 p.m.,Arsenal vs Man City,Emirates Stadium,Arsenal,,,Man City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.51,1.96,29.7%,21.8%,47.9%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
24,"Saturday, February 01, 2025",2/1/25 10:00 a.m.,2/1/25 3:00 p.m.,2/1/25 6:00 p.m.,2/1/25 7:00 p.m.,2/1/25 11:00 p.m.,Bournemouth vs Liverpool,Vitality Stadium,Bournemouth,,,Liverpool,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.00,2.27,15.3%,18.7%,65.0%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
24,"Saturday, February 01, 2025",2/1/25 10:00 a.m.,2/1/25 3:00 p.m.,2/1/25 6:00 p.m.,2/1/25 7:00 p.m.,2/1/25 11:00 p.m.,Brentford vs Spurs,Gtech Community Stadium,Brentford,,,Spurs,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.52,1.22,44.1%,25.3%,30.5%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
24,"Saturday, February 01, 2025",2/1/25 10:00 a.m.,2/1/25 3:00 p.m.,2/1/25 6:00 p.m.,2/1/25 7:00 p.m.,2/1/25 11:00 p.m.,Chelsea vs West Ham,Stamford Bridge,Chelsea,,,West Ham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.55,1.01,49.7%,25.4%,24.7%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
24,"Saturday, February 01, 2025",2/1/25 10:00 a.m.,2/1/25 3:00 p.m.,2/1/25 6:00 p.m.,2/1/25 7:00 p.m.,2/1/25 11:00 p.m.,Everton vs Leicester City,Goodison Park,Everton,,,Leicester City,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,1.56,1.25,44.5%,24.8%,30.5%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
24,"Saturday, February 01, 2025",2/1/25 10:00 a.m.,2/1/25 3:00 p.m.,2/1/25 6:00 p.m.,2/1/25 7:00 p.m.,2/1/25 11:00 p.m.,Ipswich Town vs Southampton,Portman Road,Ipswich Town,,,Southampton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,2,1.50,1.53,37.1%,24.2%,38.6%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
24,"Saturday, February 01, 2025",2/1/25 10:00 a.m.,2/1/25 3:00 p.m.,2/1/25 6:00 p.m.,2/1/25 7:00 p.m.,2/1/25 11:00 p.m.,Man Utd vs Crystal Palace,Old Trafford,Man Utd,,,Crystal Palace,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,1,1.44,0.95,48.4%,26.6%,24.9%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
24,"Saturday, February 01, 2025",2/1/25 10:00 a.m.,2/1/25 3:00 p.m.,2/1/25 6:00 p.m.,2/1/25 7:00 p.m.,2/1/25 11:00 p.m.,Newcastle vs Fulham,St. James' Park,Newcastle,,,Fulham,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,1,2.03,0.85,64.3%,20.4%,14.9%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
24,"Saturday, February 01, 2025",2/1/25 10:00 a.m.,2/1/25 3:00 p.m.,2/1/25 6:00 p.m.,2/1/25 7:00 p.m.,2/1/25 11:00 p.m.,Nott'm Forest vs Brighton,The City Ground,Nott'm Forest,,,Brighton,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,1,2,1.03,2.22,16.3%,19.3%,63.7%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
24,"Saturday, February 01, 2025",2/1/25 10:00 a.m.,2/1/25 3:00 p.m.,2/1/25 6:00 p.m.,2/1/25 7:00 p.m.,2/1/25 11:00 p.m.,Wolves vs Aston Villa,Molineux Stadium,Wolves,,,Aston Villa,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,0,1,0.68,1.34,19.1%,28.4%,52.5%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
25,"Saturday, February 15, 2025",2/15/25 10:00 a.m.,2/15/25 3:00 p.m.,2/15/25 6:00 p.m.,2/15/25 7:00 p.m.,2/15/25 11:00 p.m.,Aston Villa vs Ipswich Town,Villa Park,Aston Villa,,,Ipswich Town,11/10/24 3:49 p.m.,REGULAR_SEASON,SCHEDULED,,2,0,2.07,0.69,69.0%,19.2%,11.3%,,,,,9:00,8:00,7:00,,,,,,,,,,,,,,,,,,,,,
